threshold,基金管理人简称,switch_observation_count,switch_unique_fund_count,switch_success_count,switch_hit_ratio,wilson_lower_95,wilson_upper_95,mean_active_contribution,median_active_contribution,threshold_rank
0.05,宝盈基金,10,5,5,0.5,0.236593090512564,0.7634069094874361,0.0030714907418832706,0.00016160550998512723,51.0
0.05,富安达基金,10,1,5,0.5,0.236593090512564,0.7634069094874361,0.0008834567942021347,0.0019155638490849988,52.0
0.05,宏利基金,10,2,5,0.5,0.236593090512564,0.7634069094874361,-0.005120370730331279,0.0003046432486414085,53.0
0.05,华安基金,22,4,9,0.4090909090909091,0.2325581619647187,0.6126518152368488,-0.0027185634166444626,-0.0020145002278407894,54.0
0.05,华润元大基金,5,1,3,0.6,0.2307242812760128,0.882379225767352,0.03228867831112343,0.002673864329818933,55.0
0.05,浦银安盛基金,5,1,3,0.6,0.2307242812760128,0.882379225767352,0.003471082594630781,0.0012511075753516292,56.0
0.05,益民基金,5,1,3,0.6,0.2307242812760128,0.882379225767352,-0.0034108238302067912,0.0015376434078094511,57.0
0.05,中信保诚基金,23,7,9,0.391304347826087,0.22157622792477952,0.592144776086183,0.006376969525949422,-0.0019229255131006315,58.0
0.05,恒越基金,8,1,4,0.5,0.21521606221387757,0.7847839377861224,0.004359251654765856,0.00011719132327023187,59.0
0.05,红塔红土,8,2,4,0.5,0.21521606221387757,0.7847839377861224,0.0041378078760443615,8.670038408706163e-05,60.0
0.05,尚正基金,8,1,4,0.5,0.21521606221387757,0.7847839377861224,-0.003823398621963822,0.00016037120292174798,61.0
0.05,东海基金,11,2,5,0.45454545454545453,0.21271271622459764,0.719908462590678,0.0032435324337404562,-0.0007880716011078979,62.0
0.05,长城基金,3,1,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.0016060351377710546,0.0029264027568762663,63.0
0.05,兴业基金,1,1,1,1.0,0.20654931437723745,1.0,0.002499004340843371,0.002499004340843371,64.0
0.05,兴证资管,9,1,4,0.4444444444444444,0.18877852109766452,0.733348706504507,-0.00018245268669685988,-0.00039068118313268256,65.0
0.05,嘉实基金,9,2,4,0.4444444444444444,0.18877852109766452,0.733348706504507,-0.0055362802896833105,-0.0003140241317965509,66.0
0.05,华泰保兴基金,6,1,3,0.5,0.1876163064826506,0.8123836935173494,0.00113100855135958,-0.002162769277763007,67.0
0.05,东方红资产管理,6,4,3,0.5,0.1876163064826506,0.8123836935173494,-0.005411676309454552,-0.0013184506538565168,68.0
0.05,工银瑞信基金,28,5,9,0.32142857142857145,0.1793324692249496,0.5066115681914238,-0.0025492897141633198,-0.00064408610700262,69.0
0.05,泰康基金,13,3,5,0.38461538461538464,0.17709707797762575,0.6447710848733431,-0.00020862457701537165,-0.0005684136802878518,70.0
0.05,中欧基金,34,7,10,0.29411764705882354,0.1683463067042242,0.4616890979471443,-0.004286748271464829,-0.0037026350272907783,71.0
0.05,国联安基金,7,1,3,0.42857142857142855,0.15821985525146975,0.7495416354723428,-0.0003682256599138889,-0.004138297748084792,72.0
0.05,华宝基金,7,3,3,0.42857142857142855,0.15821985525146975,0.7495416354723428,-0.004054775642452292,-0.0007660859184748451,73.0
0.05,银河基金,11,2,4,0.36363636363636365,0.15166471095367573,0.6461988254921511,-0.003267193669590175,-0.0010749099209981414,74.0
0.05,诺安基金,4,1,2,0.5,0.15003898915214947,0.8499610108478506,0.010288197396419375,0.0031510610418275303,75.0
0.05,中金基金,4,1,2,0.5,0.15003898915214947,0.8499610108478506,-0.012245215098371488,-0.003799859742360659,76.0
0.05,海富通基金,8,3,3,0.375,0.13684428582359742,0.6942576053973727,0.003046232422855941,-0.0016975178363866229,77.0
0.05,国新国证基金,8,1,3,0.375,0.13684428582359742,0.6942576053973727,-0.002905058225272781,-0.0006136416559471228,78.0
0.05,交银施罗德基金,29,6,7,0.2413793103448276,0.12218422442520088,0.42107601617811335,0.0005005171022944519,-0.0007979748511909229,79.0
0.05,东吴基金,5,1,2,0.4,0.11762077423264783,0.769275718723987,0.0017573695156949134,-0.002609979627301792,80.0
0.05,弘毅远方基金,5,1,2,0.4,0.11762077423264783,0.769275718723987,-0.00321027512015023,-0.003709602270128944,81.0
0.05,红土创新基金,15,2,4,0.26666666666666666,0.10897453325692374,0.5195043405598057,-0.004306698877538178,-0.0006295744854925113,82.0
0.05,华泰证券(上海)资产管理,11,2,3,0.2727272727272727,0.09746059290024889,0.5656453011761291,-0.010860179823910764,-0.0056683858759935726,83.0
0.05,建信基金,6,1,2,0.3333333333333333,0.09677141110578041,0.700006684861608,-0.0030459056671056288,-0.004020339087032564,84.0
0.05,合煦智远基金,6,1,2,0.3333333333333333,0.09677141110578041,0.700006684861608,-0.004665713215738131,-0.003805986796048919,85.0
0.05,东方基金,17,4,4,0.23529411764705882,0.09555044322080117,0.4726179811956498,-0.006331034108081729,-0.0031208415950515194,86.0
0.05,南华基金,2,1,1,0.5,0.09453120573423074,0.9054687942657693,0.0033987158373992013,0.0033987158373992013,87.0
0.05,泰信基金,2,1,1,0.5,0.09453120573423074,0.9054687942657693,-1.9952402327335457e-05,-1.9952402327335457e-05,88.0
0.05,同泰基金,2,1,1,0.5,0.09453120573423074,0.9054687942657693,-0.0007043764057061922,-0.0007043764057061922,89.0
0.05,新华基金,12,2,3,0.25,0.08894166839405471,0.5323053349335657,-0.0038431323681104687,-0.004029546256473272,90.0
0.05,中银证券,9,1,2,0.2222222222222222,0.06322510711784671,0.5474110308930111,-0.002204825582068656,-0.0006748059362257223,91.0
0.05,国海富兰克林基金,3,1,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.0031498849787512107,-0.0005525024715032665,92.0
0.05,中海基金,3,1,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.00803150366777017,-0.003354661139764651,93.0
0.05,英大基金,3,1,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.015897983543341685,-0.0029524342519415495,94.0
0.05,诺德基金,4,1,1,0.25,0.04558726080970055,0.6993581574175981,-0.0017095077669822085,-0.0006405705980366677,95.0
0.05,太平基金,5,2,1,0.2,0.03622410863243014,0.6244653702374747,-0.0025265501644277416,-0.0006115122552287897,96.0
0.05,上银基金,5,2,1,0.2,0.03622410863243014,0.6244653702374747,-0.0036666983855166506,-0.003950927852970427,97.0
0.05,圆信永丰基金,6,1,1,0.16666666666666666,0.030053369748306635,0.5635028221864702,-0.0037759376957444205,-0.0028376254497186823,98.0
0.05,泓德基金,3,1,0,0.0,5.551115123125783e-17,0.5614970317550454,-0.007996698247468612,-0.001529923253135636,99.0
0.05,众盈基金,3,1,0,0.0,5.551115123125783e-17,0.5614970317550454,-0.029504097156565823,-0.013438938277671276,100.0
0.05,国联基金,0,0,0,,,,,,
0.1,东兴基金,6,1,6,1.0,0.6096657120978346,1.0,0.014810378806070968,0.010970052822680536,1.0
0.1,广发基金,44,17,31,0.7045454545454546,0.5577979987383977,0.8184447088149512,0.002829959534379659,0.0008941648231379039,2.0
0.1,前海开源基金,16,4,12,0.75,0.5050168346449122,0.8981793250878696,0.018482341508894513,0.0031812425351020433,3.0
0.1,汇安基金,7,4,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,0.0047727505237714265,0.0050561582475641105,4.0
0.1,华润元大基金,3,1,3,1.0,0.4385029682449546,1.0,0.057701998984071357,0.03698927788157873,5.0
0.1,长盛基金,17,5,11,0.6470588235294118,0.41300363485218694,0.8269027960275627,0.013920141542775176,0.007965479758858302,6.0
0.1,景顺长城基金,17,7,11,0.6470588235294118,0.41300363485218694,0.8269027960275627,-0.00013824647443708843,0.0009378525943801939,7.0
0.1,金鹰基金,10,4,7,0.7,0.39677814746114537,0.8922087325936989,0.014424821714380698,0.006764727190946956,8.0
0.1,华商基金,22,5,13,0.5909090909090909,0.3873481847631513,0.7674418380352814,0.0012731378453316072,0.0010401363485337365,9.0
0.1,中银基金,18,6,11,0.6111111111111112,0.3861904160223791,0.7969475342783638,-0.0027341567122293148,0.0031456743001492572,10.0
0.1,汇丰晋信基金,5,2,4,0.8,0.37553462976252533,0.9637758913675698,0.010968512418453416,0.012625077360591552,11.0
0.1,浙商证券资管,5,1,4,0.8,0.37553462976252533,0.9637758913675698,0.0007725418288301112,0.00094009462997322,12.0
0.1,博时基金,27,9,15,0.5555555555555556,0.3731302451322448,0.72414141822977,0.0006786260107401745,0.0006182456377460418,13.0
0.1,华夏基金,38,14,20,0.5263157894736842,0.3725897138449667,0.6752097667747392,0.0009760858627101097,0.0007658316697285339,14.0
0.1,中邮基金,7,3,5,0.7142857142857143,0.35893445183261935,0.9177810759959433,0.003950092794498392,0.0007031808174388732,15.0
0.1,天弘基金,13,5,8,0.6153846153846154,0.355228915126657,0.8229029220223743,0.00871875652920891,0.005444855530524503,16.0
0.1,西部利得基金,9,3,6,0.6666666666666666,0.3542021355803963,0.879416181613089,0.001599409074137078,0.0011110908610024648,17.0
0.1,招商基金,47,16,23,0.48936170212765956,0.3527555503368215,0.6275754625177314,-0.002534968135087913,-0.000590169149541236,18.0
0.1,易方达基金,23,10,12,0.5217391304347826,0.32962737336427406,0.7076284258335335,-0.003933036023783328,0.0005835792638987753,19.0
0.1,南方基金,8,6,5,0.625,0.30574239460262737,0.8631557141764026,0.01547872450575281,0.016684168573001985,20.0
0.1,格林基金,8,2,5,0.625,0.30574239460262737,0.8631557141764026,0.0027216572869306864,0.001658558178384924,21.0
0.1,民生加银基金,8,3,5,0.625,0.30574239460262737,0.8631557141764026,-0.003456988848339438,0.00618804903346383,22.0
0.1,海富通基金,4,3,3,0.75,0.30064184258240184,0.9544127391902995,0.011861315526394162,0.011915868258044585,23.0
0.1,农银汇理基金,4,2,3,0.75,0.30064184258240184,0.9544127391902995,0.009563414658694645,0.0008032684320566138,24.0
0.1,前海联合,6,1,4,0.6666666666666666,0.299993315138392,0.9032285888942195,0.001525534577006533,0.002806449669953269,25.0
0.1,富国基金,31,9,14,0.45161290322580644,0.29161735980520015,0.6222783236264549,-0.00010461226013565926,-0.0005821290116703894,26.0
0.1,光大保德信基金,13,4,7,0.5384615384615384,0.29143795714506004,0.7679393219046169,0.004817638211854747,0.0005505917275895552,27.0
0.1,信达澳亚基金,11,2,6,0.5454545454545454,0.280091537409322,0.7872872837754024,-0.00455684345436953,0.0010626085619312407,28.0
0.1,鹏华基金,16,7,8,0.5,0.27999563610326017,0.7200043638967398,0.0007934846455558697,-0.0016090565370112959,29.0
0.1,平安基金,24,9,11,0.4583333333333333,0.2789133373121099,0.6492513464108051,-0.0012242981072966691,-0.0007281704306277852,30.0
0.1,国寿安保基金,24,8,11,0.4583333333333333,0.2789133373121099,0.6492513464108051,-0.0028518497503714157,-0.0010668517318950907,31.0
0.1,浙商基金,9,3,5,0.5555555555555556,0.26665129349549305,0.8112214789023355,0.0036345623628123566,0.0006947283009331709,32.0
