基金主代码,基金名称,基金管理人简称,投资风格,annualized_evaluation_pool,return_quarter_count,return_period_start,return_period_end,contribution_evaluation_pool,contribution_quarter_count,latest_valid_nav_yuan,annualized_fund_return,annualized_csi300_return,annualized_bond_return,annualized_three_asset_benchmark_return,annualized_loo_peer_return,annualized_excess_vs_three_asset,annualized_excess_vs_loo_peer,significant_switch_count,significant_switch_coverage,cumulative_active_allocation_contribution,annualized_active_allocation_contribution,annualized_excess_positive,annualized_allocation_contribution_positive
002461.OF,中银珍利混合A,中银基金,成长型,正式年化,8,2023Q3,2026Q1,正式贡献,12,6780000.0,0.012222189815290774,0.07312424914980653,0.029264071324038632,0.02630893821469038,0.07414831886055051,-0.014086748399399607,-0.06192612904525974,8,0.6666666666666666,0.00353240910321162,0.0011760859805913793,False,True
002489.OF,国泰民福策略价值灵活配置混合A,国泰基金,成长型,正式年化,11,2023Q1,2025Q3,正式贡献,12,56650000.0,0.04784299825004146,0.04978027639571936,0.04348866134793994,0.03493498738809553,0.04489077126194263,0.012908010861945929,0.0029522269880988272,7,0.5833333333333334,-0.024726202788025287,-0.008310948103510851,True,False
002497.OF,东方盛世灵活配置混合A,东方基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,83870000.0,0.012910944609783703,0.06555749968804503,0.043099338066887816,0.07065135265627953,0.05366395092929954,-0.05774040804649583,-0.04075300631951584,6,0.5,-0.04325849375341151,-0.014632565556740307,False,False
002514.OF,招商丰益混合A,招商基金,成长型,年化观察池,6,2023Q2,2026Q1,正式贡献,8,88150000.0,,,,,,,,4,0.5,-0.01765123544121394,-0.008864911044520585,,False
002518.OF,民生加银鑫福混合A,民生加银基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,10,22320000.0,0.05148318968741927,0.09882078121526283,0.05090607832675853,0.04628038668373713,0.06986189720922575,0.005202803003682144,-0.01837870752180648,5,0.5,0.03591798839576854,0.014215281259923218,True,True
002535.OF,中银鑫利混合A,中银基金,成长型,年化观察池,5,2023Q2,2026Q1,正式贡献,12,22390000.0,,,,,,,,6,0.5,-0.03598752993365817,-0.012142691474595568,,False
002561.OF,东吴安鑫量化混合A,东吴基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,15020000.0,0.05319840809057297,0.06555749968804503,0.043099338066887816,0.06551120117787712,0.05316078795607404,-0.012312793087304152,3.762013449892798e-05,5,0.4166666666666667,0.00784985333708299,0.00260980079367501,False,True
002581.OF,招商丰凯混合A,招商基金,成长型,年化观察池,6,2023Q1,2024Q4,贡献观察池,7,6220000.000000001,,,,,,,,7,1.0,0.022514791822951574,,,
002604.OF,华夏新起点混合A,华夏基金,成长型,年化观察池,7,2023Q3,2025Q2,贡献观察池,7,79360000.0,,,,,,,,3,0.42857142857142855,0.04215824787276379,,,
002612.OF,融通通慧混合A/B,融通基金,收入型,正式年化,9,2023Q1,2026Q1,正式贡献,12,109650000.0,0.033026861441714406,0.13097965720267335,0.03389269993298627,0.03599637417302448,0.04237606453890441,-0.0029695127313100755,-0.009349203097190006,8,0.6666666666666666,0.03408970486966223,0.011236503052489244,False,True
002614.OF,中银颐利混合A,中银基金,成长型,年化观察池,6,2023Q1,2026Q1,正式贡献,9,7370000.0,,,,,,,,5,0.5555555555555556,-0.03718399452892507,-0.016700288714732614,,False
002622.OF,广发稳裕混合A,广发基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,12,151310000.0,0.03543837254759419,0.11552650137497511,0.03928974328388257,0.032603178840473035,0.07116727203654483,0.002835193707121153,-0.03572889948895064,8,0.6666666666666666,-0.02637813992493776,-0.008871178400431945,True,False
002728.OF,华富益鑫灵活配置混合A,华富基金,成长型,正式年化,9,2023Q1,2026Q1,正式贡献,12,59160000.0,0.031060424299085287,0.16456045504435912,0.037864015251499517,0.04723982544162797,0.09026297035927433,-0.016179401142542682,-0.05920254606018904,5,0.4166666666666667,0.0034583387466085025,0.0011514532287821844,False,True
002776.OF,招商安荣灵活配置混合A,招商基金,成长型,正式年化,12,2023Q2,2026Q1,正式贡献,12,66229999.99999999,0.2692014923117967,0.09024424329459757,0.04099452144150506,0.09509800067323448,0.06002518071839624,0.1741034916385622,0.20917631159340044,4,0.3333333333333333,0.0016097308285889511,0.0005362892852520673,True,True
002783.OF,东方红价值精选混合A,东方红资产管理,收入型,正式年化,11,2023Q2,2026Q1,正式贡献,12,223060000.0,0.023814880935973504,0.1282423885355779,0.039534296953400716,0.04387170310517963,0.043654871728640465,-0.020056822169206123,-0.01983999079266696,1,0.08333333333333333,-0.02080599077667311,-0.006983992864445732,False,False
002792.OF,景顺长城顺益回报混合A,景顺长城基金,收入型,正式年化,13,2023Q1,2026Q1,正式贡献,12,26270000.0,0.04558388546157177,0.06555749968804503,0.043099338066887816,0.029836554406626137,0.03176911808223437,0.015747331054945635,0.0138147673793374,3,0.25,-0.03930578838373611,-0.013277439636140698,True,False
002819.OF,招商丰美混合A,招商基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,12,21580000.0,0.044026274872387194,0.13027036416758841,0.04015105342620107,0.08599481496613648,0.0719239531784146,-0.041968540093749285,-0.027897678306027407,7,0.5833333333333334,-0.03636635463755489,-0.012272106737709065,False,False
002838.OF,华夏新锦程混合A,华夏基金,成长型,年化观察池,7,2023Q1,2025Q2,正式贡献,9,24520000.0,,,,,,,,7,0.7777777777777778,-0.039309440543361385,-0.017665620719267916,,False
002908.OF,富国睿利定期开放混合型发起式A,富国基金,收入型,正式年化,13,2023Q1,2026Q1,正式贡献,12,57440000.0,0.06706293191814461,0.06555749968804503,0.043099338066887816,0.05532567754316631,0.03159698080361051,0.011737254374978301,0.0354659511145341,5,0.4166666666666667,0.09752934531356083,0.03150668529313627,True,True
002934.OF,泰康恒泰回报混合A,泰康基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,12,334890000.0,0.04059812460991408,0.0845872855061729,0.037750927158096914,0.05349333793809974,0.062350244563982526,-0.012895213328185662,-0.02175211995406845,5,0.4166666666666667,-0.0013997970421227857,-0.00046681689814809246,False,False
003025.OF,新华红利回报混合,新华基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,79000000.0,0.2813488531611714,0.09745496269582743,0.041933381663660674,0.09757796842568611,0.06425884680341554,0.1837708847354853,0.21709000635775588,5,0.4166666666666667,0.031028080936325253,0.010237528990706402,True,True
003062.OF,银华通利灵活配置混合A,银华基金,成长型,正式年化,8,2023Q1,2026Q1,正式贡献,12,21239999.999999996,-0.015992033127966265,-0.02217235425893771,0.05216677805681047,0.016606532454949807,0.016806025604176655,-0.03259856558291607,-0.03279805873214292,7,0.5833333333333334,-0.05994741120844105,-0.020395623806058194,False,False
003105.OF,光大保德信永鑫混合A,光大保德信基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,8,3350000.0,0.0776247379165047,0.016695392075559923,0.055929632360633086,0.032902913214802876,0.02534918222310556,0.04472182470170183,0.052275555693399145,5,0.625,-0.037022388621993474,-0.018685773374294445,True,False
003119.OF,博时鑫源混合A,博时基金,成长型,正式年化,9,2023Q1,2026Q1,贡献观察池,7,10200000.0,-0.01839668942221473,0.05106840739453533,0.04063666669622101,0.02341012026543443,0.055776055382335654,-0.04180680968764916,-0.07417274480455038,4,0.5714285714285714,0.016181046615435957,,False,
003126.OF,长信易进混合A,长信基金,收入型,年化观察池,5,2023Q4,2026Q1,正式贡献,12,48170000.0,,,,,,,,8,0.6666666666666666,0.03783896090349992,0.012457161718650633,,True
003182.OF,华富弘鑫灵活配置混合A,华富基金,成长型,正式年化,8,2023Q1,2025Q2,正式贡献,12,51749999.99999999,0.03910971761886728,-0.01269375379670179,0.04403070104380569,0.0219461816497446,0.026822314972577033,0.01716353596912268,0.012287402646290246,7,0.5833333333333334,0.023891082668138885,0.007901102388614634,True,True
003234.OF,中信保诚至利混合A,中信保诚基金,成长型,正式年化,8,2023Q1,2025Q1,正式贡献,8,26539999.999999996,-0.03963645594992238,0.022167816232796733,0.05503522504208069,0.02977756071904758,0.022613946561088838,-0.06941401666896996,-0.062250402511011216,3,0.375,0.005615598567011215,0.002803868444378965,False,True
003345.OF,安信新成长混合A,安信基金,成长型,正式年化,9,2023Q1,2026Q1,正式贡献,12,13410000.0,0.009570741277923789,0.1572955023692344,0.040156013855344286,0.08357404936888879,0.09413374315952638,-0.074003308090965,-0.0845630018816026,3,0.25,-0.01041323125919158,-0.00348319565154398,False,False
003373.OF,大成景禄灵活配置混合A,大成基金,成长型,正式年化,10,2023Q2,2026Q1,正式贡献,9,146080000.0,0.12477598114405852,0.05382477662476237,0.03421879147661855,0.053667155401102784,0.05387216880667367,0.07110882574295574,0.07090381233738485,1,0.1111111111111111,-0.035531555782249424,-0.01595060417915639,True,False
003432.OF,中信保诚至瑞混合A,中信保诚基金,成长型,正式年化,10,2023Q1,2025Q3,正式贡献,10,125000000.0,0.02693653227808812,-0.006141569476146191,0.04420782068738771,0.07818306425957977,0.03097698248958558,-0.05124653198149165,-0.004040450211497459,3,0.3,0.1575481555831022,0.060267933549697394,False,True
003484.OF,金鹰鑫益混合A,金鹰基金,成长型,正式年化,8,2023Q2,2026Q1,正式贡献,12,37050000.00000001,-0.05386252260300628,-0.0315626964081257,0.03758614286736561,0.06937812140401944,0.018923735875543635,-0.12324064400702572,-0.07278625847854991,3,0.25,0.08161848065876831,0.026497823869499282,False,True
003594.OF,长盛盛崇混合A,长盛基金,成长型,年化观察池,6,2024Q3,2026Q1,正式贡献,10,147870000.0,,,,,,,,4,0.4,0.019376725065991307,0.007706094954538001,,True
003598.OF,华商润丰混合A,华商基金,成长型,正式年化,8,2023Q3,2026Q1,正式贡献,12,9945050000.0,0.5655822437834859,0.1683797985696418,0.04107524831574039,0.1851366734309885,0.09629598426781039,0.3804455703524974,0.4692862595156755,5,0.4166666666666667,0.012534412025096087,0.004160801065230091,True,True
003626.OF,平安鑫利混合A,平安基金,成长型,年化观察池,4,2023Q1,2025Q1,贡献观察池,6,40630000.0,,,,,,,,4,0.6666666666666666,-0.02588560355230074,,,
003641.OF,长盛盛丰混合A,长盛基金,成长型,年化观察池,7,2024Q2,2026Q1,正式贡献,12,89470000.0,,,,,,,,5,0.4166666666666667,0.01975821111063092,0.006543163997627666,,True
003655.OF,信澳新财富混合A,信达澳亚基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,12,35870000.0,-0.100329073202991,0.010683311323519185,0.04836944675093169,0.0030919493642509455,0.025068826182115256,-0.10342102256724195,-0.12539789938510626,7,0.5833333333333334,-0.029142773927638976,-0.009810182955852675,False,False
003805.OF,华安新恒利混合A,华安基金,成长型,年化观察池,6,2023Q1,2026Q1,贡献观察池,6,49200000.0,,,,,,,,3,0.5,0.009238798722410069,,,
003842.OF,中邮景泰灵活配置混合A,中邮基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,13650000.000000002,0.21681118486968765,0.07897527315641595,0.04077003014828917,0.056577138607748045,0.05848719409087422,0.1602340462619396,0.15832399077881343,6,0.5,0.01885771887177312,0.006246802493824477,True,True
003861.OF,招商兴福混合A,招商基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,12,49180000.0,0.07976522495764238,0.061207451777342214,0.03735786143592201,0.03538056698986525,0.05564124327102116,0.04438465796777713,0.02412398168662122,8,0.6666666666666666,0.0030603752372844184,0.0010190861896468562,True,True
004005.OF,东方民丰回报赢安混合A,东方基金,收入型,正式年化,12,2023Q1,2025Q4,正式贡献,12,14800000.000000002,0.0164628173611181,0.03181867512910386,0.04264716587763662,0.03370413969180852,0.027611668917423726,-0.017241322330690423,-0.011148851556305628,1,0.08333333333333333,-0.010727006811380613,-0.0035885310886653032,False,False
004048.OF,华夏新锦汇混合A,华夏基金,成长型,正式年化,9,2023Q2,2026Q1,正式贡献,12,43130000.0,0.11580267553988999,0.19048156965562169,0.03201716846371405,0.15217299718792865,0.09100691636931946,-0.03637032164803866,0.02479575917057053,7,0.5833333333333334,0.1098559492926312,0.035354013741860646,False,True
004153.OF,中信保诚新悦混合A,中信保诚基金,成长型,正式年化,8,2023Q1,2024Q4,贡献观察池,7,75980000.0,0.0038585364015057966,-0.020403514243112486,0.05361573769672123,0.02442665013590073,0.004810100758144253,-0.020568113734394933,-0.0009515643566384568,4,0.5714285714285714,-0.01308285163116707,,False,
004206.OF,华商元亨混合A,华商基金,成长型,正式年化,8,2023Q3,2026Q1,正式贡献,12,3679360000.0,0.5669107798185424,0.1683797985696418,0.04107524831574039,0.16833212140671838,0.09621039939299769,0.39857865841182405,0.47070038042554474,6,0.5,0.0036962093546484276,0.0012305548983959635,True,True
004258.OF,国寿安保稳嘉混合A,国寿安保基金,收入型,正式年化,8,2024Q1,2025Q4,正式贡献,12,83639999.99999999,0.08378131648605391,0.12159340962707099,0.03476445132658035,0.051007758642315215,0.051471153026808825,0.0327735578437387,0.03231016345924509,6,0.5,-0.026308777246568882,-0.008847642323441485,True,False
004279.OF,国寿安保稳荣混合A,国寿安保基金,收入型,正式年化,11,2023Q1,2026Q1,正式贡献,12,1355000000.0,0.09726141827557311,0.061207451777342214,0.03735786143592201,0.03467381551941906,0.029984748068977884,0.06258760275615405,0.06727667020659522,7,0.5833333333333334,-0.0125590259511279,-0.004203990755517917,True,False
004335.OF,华宝新飞跃混合,华宝基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,227910000.0,0.10260979899937817,0.06555749968804503,0.043099338066887816,0.05021410018534023,0.053012977376268866,0.05239569881403794,0.0495968216231093,4,0.3333333333333333,0.005564332926347726,0.0018513480374016122,True,True
004453.OF,前海开源盈鑫A,前海开源基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,306640000.0,0.01622134679319731,0.06555749968804503,0.043099338066887816,0.052904900144067124,0.05349963906180344,-0.03668355335086981,-0.03727829226860613,7,0.5833333333333334,0.03672567972929097,0.012095014086693112,False,True
004495.OF,博时量化平衡混合A,博时基金,收入型,正式年化,10,2023Q1,2025Q2,正式贡献,10,16350000.0,0.043465418824386814,0.055871646558109944,0.045691020844350616,0.04062257462626251,0.03158561856231268,0.0028428441981243058,0.011879800262074136,6,0.6,-0.024661826518614594,-0.009938690922499549,True,False
004657.OF,金鹰民富收益混合A,金鹰基金,收入型,正式年化,8,2023Q1,2026Q1,正式贡献,12,85910000.0,0.12544075234039997,-0.03746300400736369,0.04271442594848929,0.021546899023815014,0.01533845704641923,0.10389385331658496,0.11010229529398075,7,0.5833333333333334,0.0345410392196821,0.011383601633804474,True,True
004680.OF,前海开源裕瑞混合A,前海开源基金,收入型,正式年化,11,2023Q1,2026Q1,正式贡献,8,14970000.0,0.052462051704460055,0.08901991289257127,0.042247418943270665,0.05251045924662745,0.03893395312712622,-4.8407542167394624e-05,0.013528098577333836,3,0.375,0.009620441387806933,0.004798706899947769,False,True
004694.OF,天弘策略精选A,天弘基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,10,51130000.0,-0.033132417847574036,0.13742368799700722,0.04544827631849713,0.047242065594919946,0.08274547525628684,-0.08037448344249398,-0.11587789310386087,3,0.3,0.07792368067052302,0.030469649937519216,False,True
004707.OF,景顺长城睿成混合A,景顺长城基金,成长型,正式年化,12,2023Q2,2026Q1,正式贡献,12,1036640000.0,0.18043877335531344,0.09024424329459757,0.04099452144150506,0.08364002002484461,0.06068160312273241,0.09679875333046883,0.11975717023258103,2,0.16666666666666666,-0.007628893521120839,-0.0025494587232155475,True,False
004710.OF,民生加银鹏程混合A,民生加银基金,收入型,正式年化,10,2023Q3,2026Q1,正式贡献,10,156480000.00000003,0.00866615072522059,0.1329171632710151,0.04914389135067854,0.055733515100480524,0.04859382177341942,-0.047067364375259935,-0.03992767104819883,4,0.4,0.015801703764418473,0.006290968197903757,False,True
004734.OF,中欧瑾灵灵活配置混合A,中欧基金,成长型,正式年化,8,2023Q1,2026Q1,贡献观察池,7,65740000.0,-0.013905623519708032,0.052260487576475834,0.051448797426730586,0.006326861652921734,0.03267890969074316,-0.020232485172629766,-0.046584533210451196,6,0.8571428571428571,-0.03274239599450357,,False,
004738.OF,摩根安隆回报混合A,摩根基金(中国),收入型,正式年化,8,2023Q1,2026Q1,正式贡献,12,169450000.0,0.051000026184713,0.03281283045372807,0.05294850748821278,0.041676772977607746,0.017317592578642182,0.009323253207105253,0.033682433606070816,8,0.6666666666666666,-0.02864729657495002,-0.00964176368761438,True,False
004760.OF,国寿安保稳瑞混合A,国寿安保基金,收入型,正式年化,10,2023Q2,2026Q1,正式贡献,12,30100000.0,0.06599011568632362,0.10496465989626036,0.02977721777415776,0.04203044520222843,0.03559679279838068,0.023959670484095197,0.030393322887942942,5,0.4166666666666667,-0.03309916643251154,-0.01115707280594247,True,False
004763.OF,中科沃土沃嘉混合A,众盈基金,成长型,年化观察池,5,2023Q1,2024Q1,贡献观察池,7,9560000.0,,,,,,,,3,0.42857142857142855,-0.08715013700159135,,,
004772.OF,国寿安保稳泰一年定开混合A,国寿安保基金,收入型,正式年化,8,2023Q3,2025Q4,正式贡献,12,133040000.0,0.05782904260469279,0.0039525345608619755,0.037346456299218955,0.02095012719568423,0.034240396970605325,0.03687891540900856,0.02358864563408747,7,0.5833333333333334,-0.039333642628686105,-0.013286976030827069,True,False
004823.OF,摩根安裕回报混合A,摩根基金(中国),收入型,年化观察池,7,2023Q1,2026Q1,正式贡献,12,40830000.0,,,,,,,,8,0.6666666666666666,-0.05627032726073089,-0.019120021022274614,,False
004836.OF,国联鑫价值混合A,国联基金,成长型,年化观察池,4,2025Q2,2026Q1,贡献观察池,5,29130000.0,,,,,,,,0,0.0,0.0,,,
004852.OF,广发价值回报混合A,广发基金,收入型,正式年化,9,2023Q1,2026Q1,正式贡献,12,1585820000.0,0.06529416359699325,0.1573472846534023,0.03740856348707844,0.07751736813422161,0.04742971687895614,-0.01222320453722836,0.017864446718037108,9,0.75,0.016619771955731055,0.005509513499626362,False,True
004888.OF,财通资管鑫逸混合A,财通资管,收入型,正式年化,13,2023Q1,2026Q1,正式贡献,12,31829999.999999996,0.10824380195819416,0.06555749968804503,0.043099338066887816,0.0433865197131329,0.031530972815303926,0.06485728224506127,0.07671282914289024,5,0.4166666666666667,-0.002174139330975211,-0.0007252389547147686,True,False
004900.OF,财通资管鑫锐混合A,财通资管,收入型,年化观察池,7,2023Q4,2026Q1,正式贡献,12,12500000.0,,,,,,,,8,0.6666666666666666,0.03575405778769691,0.011778735920818129,,True
004913.OF,中银证券聚瑞混合A,中银证券,收入型,正式年化,10,2023Q1,2026Q1,正式贡献,12,6200000.0,0.0010518829263472806,0.042128826458223356,0.04592509464396555,0.04362499175772716,0.025482260690902425,-0.04257310883137988,-0.024430377764555145,9,0.75,-0.01980147490265638,-0.006644543811224812,False,False
004975.OF,交银恒益灵活配置混合A,交银施罗德基金,成长型,正式年化,9,2023Q1,2026Q1,正式贡献,12,212020000.0,0.05337532571797232,0.14809335567532722,0.03598820905362454,0.05862823604168965,0.09400753807705753,-0.00525291032371733,-0.04063221235908521,7,0.5833333333333334,7.35643166422939e-05,2.45208376044026e-05,False,True
005039.OF,鹏扬景兴混合A,鹏扬基金,收入型,正式年化,11,2023Q1,2026Q1,正式贡献,12,45670000.0,0.03582834509699673,0.12283664814165896,0.042709383466235096,0.05724623370802706,0.04031440272643749,-0.021417888611030333,-0.004486057629440765,3,0.25,0.02934777327476068,0.009688422426179732,False,True
005059.OF,南方安福混合A,南方基金,收入型,正式年化,12,2023Q1,2026Q1,正式贡献,12,16720000.000000002,0.07252645689868742,0.08545491224770352,0.043908735246007025,0.05017902874322999,0.03391866718831049,0.022347428155457427,0.03860778971037693,3,0.25,-0.02422784379234877,-0.008142061169888914,True,False
005128.OF,华夏永康添福混合A,华夏基金,收入型,正式年化,13,2023Q1,2026Q1,正式贡献,12,116550000.0,0.17821541013501063,0.06555749968804503,0.043099338066887816,0.060853915117599966,0.03143517640745497,0.11736149501741067,0.14678023372755566,3,0.25,0.01708691098291748,0.005663501195780185,True,True
005296.OF,南华丰淳混合A,南华基金,成长型,正式年化,9,2023Q1,2025Q3,正式贡献,8,43800000.00000001,-0.020821461824685805,0.018630176481860827,0.0512803625872964,0.027926589317383232,0.023606797600740803,-0.04874805114206904,-0.04442825942542661,2,0.25,0.006790064050384403,0.003389288387306122,False,True
005618.OF,融通红利机会主题精选A,融通基金,成长型,正式年化,9,2024Q1,2026Q1,正式贡献,8,31000000.0,0.11358496462155454,0.164108920040543,0.03628616625386183,0.14870951155231293,0.09696269384536271,-0.035124546930758394,0.016622270776191828,3,0.375,0.036913146125161056,0.018289323387592482,False,True
005686.OF,财通资管瑞享12个月定开混合A,财通资管,收入型,年化观察池,6,2023Q1,2026Q1,贡献观察池,6,129530000.0,,,,,,,,3,0.5,-0.004460716324269476,,,
005706.OF,兴业龙腾双益平衡混合,兴业基金,收入型,正式年化,11,2023Q1,2025Q4,正式贡献,12,55479999.99999999,0.010464758845111666,0.030080245386131077,0.04031564713322178,0.031371854166278856,0.0263843938374686,-0.02090709532116719,-0.015919634992356935,1,0.08333333333333333,0.0024990043408432694,0.0008323085172894373,False,True
005741.OF,南方君信灵活配置混合A,南方基金,成长型,年化观察池,3,2025Q3,2026Q1,贡献观察池,5,899339999.9999999,,,,,,,,2,0.4,0.033390906487911653,,,
005823.OF,泰康颐享混合A,泰康基金,收入型,年化观察池,7,2023Q3,2026Q1,正式贡献,12,126710000.0,,,,,,,,5,0.4166666666666667,-0.006878927348313413,-0.002298253706434439,,False
005865.OF,浦银安盛量化多策略混合A,浦银安盛基金,成长型,年化观察池,1,2026Q1,2026Q1,正式贡献,8,26810000.0,,,,,,,,5,0.625,0.01614704248206511,0.008041190865762715,,True
005876.OF,易方达鑫转增利混合A,易方达基金,收入型,正式年化,10,2023Q1,2025Q2,正式贡献,9,315650000.00000006,0.06358646423322645,0.055871646558109944,0.045691020844350616,0.04615013548362401,0.031609181028396494,0.017436328749602437,0.031977283204829954,0,0.0,0.0,0.0,True,False
005901.OF,诺安汇利混合A,诺安基金,成长型,正式年化,9,2023Q1,2026Q1,正式贡献,12,102740000.0,-0.05674561335246331,0.023562810668538603,0.044069639006737216,0.07499035680329902,0.0259897787808967,-0.13173597015576233,-0.08273539213336001,4,0.3333333333333333,0.04098924382293623,0.013480539739175068,False,True
006111.OF,泰康弘实3月定开混合,泰康基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,4484950000.0,0.11484287610840149,0.06555749968804503,0.043099338066887816,0.045874036305497246,0.05361419580620019,0.06896883980290425,0.0612286803022013,3,0.25,0.005427662616634521,0.0018059574266187095,True,True
006323.OF,合煦智远嘉选混合A,合煦智远基金,成长型,正式年化,11,2023Q1,2025Q4,正式贡献,12,11110000.0,0.019092106223582483,0.03935067352735766,0.04895825797218367,-0.00026710912740079973,0.04313532756073335,0.019359215350983283,-0.024043221337150866,6,0.5,-0.02776803400291128,-0.009343031717924943,True,False
006398.OF,宝盈祥颐定期开放混合A,宝盈基金,收入型,年化观察池,6,2023Q2,2025Q4,正式贡献,10,124840000.0,,,,,,,,1,0.1,-0.0035594694231145807,-0.0014253110409118142,,False
006457.OF,平安估值优势混合A,平安基金,成长型,年化观察池,7,2023Q1,2025Q1,正式贡献,8,48660000.0,,,,,,,,3,0.375,0.03758878893949058,0.018621023216922605,,True
006700.OF,红土创新稳健混合A,红土创新基金,收入型,正式年化,12,2023Q1,2025Q4,正式贡献,11,104360000.0,0.03435018376242849,0.03181867512910386,0.04264716587763662,0.04571977893063761,0.027597751325012743,-0.011369595168209123,0.006752432437415745,6,0.5454545454545454,-0.009731999415711567,-0.0035499258168942838,False,False
006780.OF,广发稳健策略混合A,广发基金,成长型,正式年化,11,2023Q2,2026Q1,正式贡献,11,938650000.0,0.0996855790711273,0.1282423885355779,0.039534296953400716,0.11828962145980326,0.07269512595173167,-0.018604042388675968,0.02699045311939563,3,0.2727272727272727,0.016715604471924328,0.0060463645814794464,False,True
007251.OF,广发睿享稳健增利混合A,广发基金,收入型,正式年化,11,2023Q2,2026Q1,正式贡献,12,52490000.0,0.03802116755570073,0.1282423885355779,0.039534296953400716,0.0633593814699156,0.04317609365993902,-0.02533821391421487,-0.005154926104238289,7,0.5833333333333334,0.04422445778159445,0.014529361196389479,False,True
007318.OF,中银民丰回报混合,中银基金,收入型,正式年化,8,2023Q1,2026Q1,正式贡献,12,104170000.0,-0.011540590018175423,-0.046538755983267066,0.03725052655245786,0.02192646845648416,0.004323751838730461,-0.03346705847465958,-0.015864341856905884,3,0.25,-0.026444066253933918,-0.008893549494836006,False,False
007725.OF,招商瑞文混合A,招商基金,收入型,正式年化,13,2023Q1,2026Q1,正式贡献,12,1782740000.0,0.011333974197506702,0.06555749968804503,0.043099338066887816,0.06126582394062474,0.03199757269098491,-0.04993184974311804,-0.020663598493478208,2,0.16666666666666666,0.010733055551974013,0.003564961133804001,False,True
008119.OF,鹏华金享混合A,鹏华基金,收入型,正式年化,10,2023Q1,2025Q4,正式贡献,10,51340000.0,0.023727296744482596,0.05592825506008925,0.037362874447308014,0.021272787912313573,0.03355749794776797,0.0024545088321690223,-0.009830201203285371,4,0.4,0.06915278033228889,0.02710751748879625,True,True
008336.OF,宝盈祥裕增强回报混合A,宝盈基金,收入型,正式年化,12,2023Q1,2026Q1,正式贡献,12,37660000.0,0.0215883008639961,0.08581144819028541,0.04442178811415243,0.040655556716947094,0.039253410574181746,-0.019067255852950993,-0.017665109710185645,3,0.25,0.009688945376537195,0.003219273615017837,False,True
008488.OF,华商恒益稳健混合,华商基金,收入型,正式年化,13,2023Q1,2026Q1,正式贡献,12,262060000.0,0.10154951621702013,0.06555749968804503,0.043099338066887816,0.0399249144005871,0.031652769922629664,0.06162460181643303,0.06989674629439047,7,0.5833333333333334,0.023732525082973854,0.007849072565784043,True,True
008499.OF,鹏扬景科混合A,鹏扬基金,收入型,正式年化,12,2023Q1,2026Q1,正式贡献,12,40270000.0,0.06062522064155895,0.0667681742093853,0.0409985989082291,0.03672836851212358,0.030867444362878693,0.023896852129435375,0.02975777627868026,8,0.6666666666666666,-0.018461656887463262,-0.0061921491996006495,True,False
008629.OF,大成景瑞稳健配置混合A,大成基金,收入型,正式年化,10,2023Q1,2026Q1,正式贡献,12,52570000.00000001,-0.007356978917202328,0.07682257909821155,0.0340078252260283,0.03394263323551705,0.030607259600264003,-0.04129961215271938,-0.03796423851746633,2,0.16666666666666666,0.018464861684638123,0.006117454335661243,False,True
008869.OF,大成恒享混合A,大成基金,收入型,正式年化,12,2023Q1,2026Q1,正式贡献,12,99780000.0,0.1052434744459072,0.07203927427894685,0.044901136401543695,0.06951865966507342,0.0339000137268739,0.03572481478083378,0.0713434607190333,5,0.4166666666666667,0.00018699033593527759,6.232622733914894e-05,True,True
008979.OF,万家民丰回报一年持有期混合,万家基金,收入型,年化观察池,1,2026Q1,2026Q1,正式贡献,12,277900000.0,,,,,,,,1,0.08333333333333333,0.0024743251476229133,0.0008240957288800921,,True
009031.OF,工银聚和一年定开混合A,工银瑞信基金,收入型,年化观察池,5,2023Q1,2024Q1,正式贡献,12,79160000.00000001,,,,,,,,9,0.75,-0.007527543964729544,-0.00251550377498444,,False
009054.OF,圆信永丰沣泰A,圆信永丰基金,收入型,正式年化,9,2023Q1,2025Q2,正式贡献,12,24940000.0,0.13823615804491984,0.07254771898716506,0.042866223455372277,0.05543899527920226,0.031296239697451655,0.08279716276571758,0.10693991834746819,6,0.5,-0.022491095866187805,-0.007553950441067547,True,False
009114.OF,鹏扬景泓回报混合A,鹏扬基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,81140000.0,0.032599635696570095,0.06555749968804503,0.043099338066887816,0.05639524273415386,0.05351573913728891,-0.023795607037583766,-0.020916103440718814,0,0.0,0.0,0.0,False,False
