基金管理人简称,evaluation_pool,return_observation_count,switch_observation_count,switch_unique_fund_count,switch_success_count,switch_hit_ratio,wilson_lower_95,wilson_upper_95,mean_active_contribution,median_active_contribution,winsor_1_mean_contribution,winsor_5_mean_contribution,bootstrap_lower_95,bootstrap_upper_95,equal_weight_dynamic_excess,nav_weighted_dynamic_excess,equal_weight_three_asset_excess,nav_weighted_three_asset_excess,fund_positive_ratio,company_quarter_positive_ratio,worst_company_quarter_contribution,max_single_fund_observation_share,top_two_fund_observation_share,max_single_fund_absolute_contribution_share,formal_gate_reason,positive_threshold_count,positive_signal_count,credibility_grade,formal_rank
汇添富基金,观察池,76,29,6,14,0.4827586206896552,0.3138609015268349,0.6556897811800528,-0.0006385070722698652,-0.0004063040925302475,-0.0006007800901853362,-0.0005533659629266018,,,0.0016872962999982587,-0.0010086138553308285,0.007029363905660976,0.003999159492735042,0.3333333333333333,0.5,-0.01675577519477858,0.2413793103448276,0.4482758620689655,0.272758672835605,切换观察<30,0,1,观察池,
摩根基金(中国),观察池,39,25,3,12,0.48,0.30031285954112974,0.6650148304964322,-0.0049906122970874356,-0.00046785985451517476,-0.004857929896319723,-0.004373633898826948,,,-0.006470448353401407,-0.005219139900405733,-0.006783546050119974,-0.005140258703018456,0.0,0.5,-0.03399620614719197,0.36,0.68,0.3909772784890612,切换观察<30；切换基金<5,0,0,观察池,
兴证全球基金,观察池,44,21,4,10,0.47619047619047616,0.2834400610153417,0.6763046541715557,-0.0016968831848138569,-0.0007302348690805281,-0.0016886571853062474,-0.00165575318727581,,,-0.006553951278427384,-0.006671381180135353,-0.006454767533021204,-0.007296579734513769,0.0,0.6363636363636364,-0.030144776843081998,0.38095238095238093,0.7142857142857143,0.4627001477235636,切换观察<30；切换基金<5,0,0,观察池,
万家基金,观察池,60,22,5,10,0.45454545454545453,0.2692029418081331,0.6534020467926505,-0.000725730375731396,-0.00041240890966483224,-0.0007291203204358279,-0.0007368538452131504,,,0.0016117717647256154,-0.0003304367679439287,0.007722512917556097,0.003459900016225579,0.4,0.3333333333333333,-0.01774849789148891,0.36363636363636365,0.6818181818181818,0.3092187894600634,切换观察<30,0,1,观察池,
东海基金,观察池,26,11,2,5,0.45454545454545453,0.21271271622459764,0.719908462590678,0.0032435324337404562,-0.0007880716011078979,0.003269250043308665,0.0033721204815814945,,,-0.00506150998447466,-0.014123893299379645,-0.0019554777743678916,-0.01320877360026529,0.5,0.4444444444444444,-0.0380430187165618,0.7272727272727273,1.0,0.9033118593963105,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,3,1,观察池,
国投瑞银基金,观察池,37,20,3,9,0.45,0.2581978582556243,0.6579146575496577,0.0003075284718467927,-0.0007805975302669365,0.00041063275232533904,0.0008230498742395233,,,0.009753040780734563,0.010039515768892164,0.012999405852389663,0.01449849782651424,0.6666666666666666,0.5,-0.024814171713280903,0.5,0.8,0.7204604487645285,切换观察<30；切换基金<5,3,4,观察池,
兴证资管,观察池,13,9,1,4,0.4444444444444444,0.18877852109766452,0.733348706504507,-0.00018245268669685988,-0.00039068118313268256,-0.00014701462800606178,-5.2623932428694925e-06,,,-0.0067339882871320375,-0.007149629483254263,-0.007429739338794294,-0.00747311423245338,0.0,0.4444444444444444,-0.013968554061286989,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,1,0,观察池,
嘉实基金,观察池,22,9,2,4,0.4444444444444444,0.18877852109766452,0.733348706504507,-0.0055362802896833105,-0.0003140241317965509,-0.00552682294884878,-0.005488993585510657,,,-0.000984855446039186,-0.0037735354879159856,-0.0020484003323483673,-0.005073517085739396,0.0,0.2857142857142857,-0.022947345543779838,0.5555555555555556,1.0,0.5435493603531886,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
华宝基金,观察池,39,7,3,3,0.42857142857142855,0.15821985525146975,0.7495416354723428,-0.004054775642452292,-0.0007660859184748451,-0.0038643533619293798,-0.003102664239837729,,,0.006818397329781918,0.00704335408524566,0.008451113087053277,0.008576946966850936,0.3333333333333333,0.42857142857142855,-0.03212712915107225,0.5714285714285714,0.8571428571428571,0.6827052997374193,切换观察<30；切换基金<5；单基金观察占比>50%,0,2,观察池,
国联安基金,观察池,13,7,1,3,0.42857142857142855,0.15821985525146975,0.7495416354723428,-0.0003682256599138889,-0.004138297748084792,-0.0003685335884864292,-0.00036976530277658964,,,-0.021989568214559378,-0.017489776640442475,-0.01331682156750215,-0.01020948925794792,0.0,0.42857142857142855,-0.008582593330272,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
财通资管,观察池,61,28,5,12,0.42857142857142855,0.26508547124123694,0.6092921437253123,0.0010095232019763296,-0.000799929271149497,0.0008369865322123143,0.0002922398880106522,,,0.004894296750194844,-0.002616140725526331,0.008767567241290448,-0.0009669867460040752,0.4,0.5,-0.008724962945677865,0.2857142857142857,0.5357142857142857,0.33540144012558903,切换观察<30,3,2,观察池,
金鹰基金,观察池,52,26,4,11,0.4230769230769231,0.2554444331365656,0.6105138625340828,0.0036737087978966545,-0.00037848618245993397,0.003311309369187334,0.001845065819562958,,,-0.003131571882869605,-0.002951603352879232,0.0002986005604860979,0.002281294277130901,0.75,0.4166666666666667,-0.01794730495740748,0.34615384615384615,0.6153846153846154,0.3237596630378216,切换观察<30；切换基金<5,3,2,观察池,
华安基金,观察池,43,22,4,9,0.4090909090909091,0.2325581619647187,0.6126518152368488,-0.0027185634166444626,-0.0020145002278407894,-0.0026727279227285036,-0.0025008339582636343,,,-0.003459350514954912,-0.0011777770134838786,-0.0027306779725936926,-0.0005673660095564034,0.5,0.4444444444444444,-0.008848357960832007,0.36363636363636365,0.6363636363636364,0.35315767950168386,切换观察<30；切换基金<5,0,0,观察池,
东吴基金,观察池,13,5,1,2,0.4,0.11762077423264783,0.769275718723987,0.0017573695156949134,-0.002609979627301792,0.001568452492581185,0.0008127844001262693,,,-0.005673738877334655,-0.003472755003376574,-0.0031311104598571895,-0.0019251569783133489,1.0,0.4,-0.020874579316198787,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,3,2,观察池,
弘毅远方基金,观察池,13,5,1,2,0.4,0.11762077423264783,0.769275718723987,-0.00321027512015023,-0.003709602270128944,-0.003145131489982836,-0.0028845569693132607,,,-0.006284106821676007,-0.004865785846457934,-0.0029625467373073405,-0.0020478530953450583,0.0,0.4,-0.01504916398741637,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,1,0,观察池,
中信保诚基金,观察池,67,23,7,9,0.391304347826087,0.22157622792477952,0.592144776086183,0.006376969525949422,-0.0019229255131006315,0.005299741424795323,0.0012623626160573028,,,-0.00531566667222249,-0.0038716433126949838,-0.004927758861066304,-0.007744318295237429,0.5714285714285714,0.5714285714285714,-0.008417733293382662,0.17391304347826086,0.34782608695652173,0.4841960830771683,切换观察<30,3,2,观察池,
泰康基金,观察池,39,13,3,5,0.38461538461538464,0.17709707797762575,0.6447710848733431,-0.00020862457701537165,-0.0005684136802878518,-0.00017829406403970308,-5.6972012137028446e-05,,,0.008710750011796572,0.02196894300258712,0.01347370437643713,0.026519190073089276,0.3333333333333333,0.375,-0.009203264479572336,0.38461538461538464,0.7692307692307693,0.43419599101817963,切换观察<30；切换基金<5,1,2,观察池,
国新国证基金,观察池,12,8,1,3,0.375,0.13684428582359742,0.6942576053973727,-0.002905058225272781,-0.0006136416559471228,-0.002844937934191054,-0.002604456769864145,,,-0.02772471430366534,-0.030186166622925312,-0.04017225512676855,-0.04250572428177016,0.0,0.375,-0.016708096646970344,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
海富通基金,观察池,37,8,3,3,0.375,0.13684428582359742,0.6942576053973727,0.003046232422855941,-0.0016975178363866229,0.002925466201435635,0.002442401315754412,,,-0.013233177870412066,-0.008602207327580741,-0.012952917813250428,-0.009516825004056567,0.6666666666666666,0.5,-0.02202770745653292,0.375,0.75,0.43399616791652024,切换观察<30；切换基金<5,3,2,观察池,
银河基金,观察池,23,11,2,4,0.36363636363636365,0.15166471095367573,0.6461988254921511,-0.003267193669590175,-0.0010749099209981414,-0.0034226686478509225,-0.004044568560893919,,,0.015623967535854589,0.0007988467495190177,0.02251080947218258,0.0005500263923405424,0.5,0.4,-0.03346336540384023,0.6363636363636364,1.0,0.6276420841064237,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,2,观察池,
中海基金,观察池,13,3,1,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.00803150366777017,-0.003354661139764651,-0.007937966817210061,-0.00756381941496962,,,0.0009715270957848841,-0.005136308688184995,0.002512718374731617,-0.0039685741104667615,0.0,0.3333333333333333,-0.021111472273719716,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,1,观察池,
合煦智远基金,观察池,13,6,1,2,0.3333333333333333,0.09677141110578041,0.700006684861608,-0.004665713215738131,-0.003805986796048919,-0.004637522133893813,-0.004524757806516544,,,-0.006663105788515932,-0.04455191971716072,0.004261809668816034,0.006051782685144308,0.0,0.3333333333333333,-0.013653486713438384,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
国海富兰克林基金,观察池,13,3,1,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,0.0031498849787512107,-0.0005525024715032665,0.003075837229746121,0.002779646233725763,,,-0.0008697740341509612,-0.0019091358125483439,0.00014005975896727772,-0.0016215976722750566,1.0,0.3333333333333333,-0.002844027017230423,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,3,2,观察池,
建信基金,观察池,13,6,1,2,0.3333333333333333,0.09677141110578041,0.700006684861608,-0.0030459056671056288,-0.004020339087032564,-0.0030204592792103264,-0.0029186737276291168,,,0.04491198147479152,0.050051595564211376,0.046125862843287804,0.051681656778631645,0.0,0.3333333333333333,-0.013468721388552662,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,2,观察池,
英大基金,观察池,13,3,1,1,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.015897983543341685,-0.0029524342519415495,-0.01563907255751368,-0.014603428614201672,,,-0.0038612610395271224,-0.004472785357996109,-0.01053227105020944,-0.010385746167393491,0.0,0.3333333333333333,-0.0451601498124332,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
工银瑞信基金,观察池,65,28,5,9,0.32142857142857145,0.1793324692249496,0.5066115681914238,-0.0025492897141633198,-0.00064408610700262,-0.0025444353442159776,-0.00252430065583218,,,0.0014641895660772925,-0.00021487486856875548,0.004118326192868806,3.87601678065731e-05,0.0,0.3333333333333333,-0.01838618951618084,0.32142857142857145,0.5714285714285714,0.39061783469583683,切换观察<30,0,1,观察池,
华泰证券(上海)资产管理,观察池,26,11,2,3,0.2727272727272727,0.09746059290024889,0.5656453011761291,-0.010860179823910764,-0.0056683858759935726,-0.010822025634914752,-0.010669408878930718,,,-8.934770255069367e-06,0.0008544773901898992,0.005402106671284212,0.006477631473915599,0.0,0.3333333333333333,-0.03651152480997393,0.5454545454545454,1.0,0.5588426585176478,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,1,观察池,
红土创新基金,观察池,24,15,2,4,0.26666666666666666,0.10897453325692374,0.5195043405598057,-0.004306698877538178,-0.0006295744854925113,-0.00425640723634487,-0.004055240671571643,,,-0.0027011215781806573,-0.006163432343640248,-0.0021453589514157283,-0.006944122797720714,0.0,0.2727272727272727,-0.01621557236443176,0.6,1.0,0.7625753054485811,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
新华基金,观察池,26,12,2,3,0.25,0.08894166839405471,0.5323053349335657,-0.0038431323681104687,-0.004029546256473272,-0.003670030982201237,-0.002977625438564316,,,0.03822382291499606,0.015206670446740166,0.043573727832709776,0.017139703355791035,0.5,0.1111111111111111,-0.0183146405350481,0.5833333333333334,1.0,0.555105548125976,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,2,观察池,
诺德基金,观察池,13,4,1,1,0.25,0.04558726080970055,0.6993581574175981,-0.0017095077669822085,-0.0006405705980366677,-0.001677439651913843,-0.0015491671916403786,,,0.004306053228161138,0.0010965573376687224,0.006635130006845358,0.00020696644578861598,0.0,0.25,-0.016990679013353428,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,2,观察池,
交银施罗德基金,观察池,75,29,6,7,0.2413793103448276,0.12218422442520088,0.42107601617811335,0.0005005171022944519,-0.0007979748511909229,8.074066848200805e-05,-0.0009496245198268972,,,0.03449581800457744,0.08399318066833539,0.051323249441021894,0.12275231945374346,0.5,0.2727272727272727,-0.012784877359492982,0.2413793103448276,0.4827586206896552,0.4364839010676814,切换观察<30,3,3,观察池,
东方基金,观察池,52,17,4,4,0.23529411764705882,0.09555044322080117,0.4726179811956498,-0.006331034108081729,-0.0031208415950515194,-0.006254109404396416,-0.005946410589655165,,,-0.006099856638313874,-0.0016911329641323065,-0.0074041930264279986,-0.0011361258461372286,0.0,0.2727272727272727,-0.027855520648927767,0.35294117647058826,0.7058823529411765,0.4359420589769129,切换观察<30；切换基金<5,0,0,观察池,
中银证券,观察池,13,9,1,2,0.2222222222222222,0.06322510711784671,0.5474110308930111,-0.002204825582068656,-0.0006748059362257223,-0.002275795683053081,-0.0025596760869907816,,,-0.006093482646608847,-0.009847748106808807,-0.010403857182459345,-0.008716415410046882,0.0,0.2222222222222222,-0.010151853723294578,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
上银基金,观察池,26,5,2,1,0.2,0.03622410863243014,0.6244653702374747,-0.0036666983855166506,-0.003950927852970427,-0.0036525608096048324,-0.003596010505957556,,,0.007788002751086986,0.0019848958017383224,0.007652189052852326,0.001708744979214128,0.0,0.2,-0.009302469722432366,0.8,1.0,0.9292095634846654,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,2,观察池,
太平基金,观察池,26,5,2,1,0.2,0.03622410863243014,0.6244653702374747,-0.0025265501644277416,-0.0006115122552287897,-0.002449465114875495,-0.0021411249166665104,,,-0.024835361488038794,-0.031734990259193324,-0.024145836570243752,-0.030360862629502508,0.0,0.2,-0.01701948250437401,0.8,1.0,0.9755540268559362,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
圆信永丰基金,观察池,13,6,1,1,0.16666666666666666,0.030053369748306635,0.5635028221864702,-0.0037759376957444205,-0.0028376254497186823,-0.003720075036079668,-0.003496624397420657,,,0.025978218287500573,0.02632392629573904,0.02051464768151392,0.015500414273055025,0.0,0.16666666666666666,-0.012085302466728605,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,2,观察池,
众盈基金,观察池,8,3,1,0,0.0,5.551115123125783e-17,0.5614970317550454,-0.029504097156565823,-0.013438938277671276,-0.02918279397898793,-0.027897581268676374,,,-0.0033608309316259626,-0.001774445502681392,-0.0002862624664488342,-0.0004148911002271966,0.0,0.0,-0.06995490961242552,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
泓德基金,观察池,12,3,1,0,0.0,5.551115123125783e-17,0.5614970317550454,-0.007996698247468612,-0.001529923253135636,-0.007867362747581952,-0.007350020748035314,,,-0.02751122260115803,-0.027465554824007074,-0.0240582050364182,-0.02696267197186862,0.0,0.0,-0.022196978758108443,1.0,1.0,1.0,切换观察<30；切换基金<5；收益观察<30；单基金观察占比>50%,0,0,观察池,
国联基金,观察池,7,0,0,0,,,,,,,,,,0.004185756090756229,0.0026276771275648564,0.009131142539513061,0.008763586843888012,,,,,,,切换观察<30；切换基金<5；收益观察<30,0,2,观察池,
